text,analyzed_token,true_label,pred_label,prob_anomaly,error_category,model,scenario
"Ekonomové ale varují, že v současné hyperinflační situaci jsou tyto sliby jen prázdné kecy.",kecy,1.0,1.0,0.9999963452986561,TP,SVM (RBF),S1e
Hlídky byly posíleny zejména v parku Vrchlického sady.,Hlídky,0.0,0.0,0.004517552630876369,TN,SVM (RBF),S1e
"Na resort kultury asi pošlou Ottu Klempíře, ale dohoda není finální ani jasná.",Ottu,0.0,0.0,9.491020772082459e-05,TN,SVM (RBF),S1e
Hlídky byly posíleny zejména v nechvalně známém Sherwoodu.,zejména,0.0,0.0,0.01091666421852043,TN,SVM (RBF),S1e
Auditoři varovali před masivním tunelováním fondů v několika členských státech Evropy.,varovali,0.0,0.0,0.21961732411956456,TN,SVM (RBF),S1e
Nové pravidlo o zakázaném uvolnění vstoupí v platnost od začátku ligové sezóny.,zakázaném,0.0,0.0,0.0036732739454902893,TN,SVM (RBF),S1e
Tyto kroky mohou spustit lavinu ekonomických problémů pro domácnosti.,lavinu,1.0,1.0,0.9878551596878531,TP,SVM (RBF),S1e
"Ministerstvo ale odmítlo vydání, s odvoláním na nutnost udržení operační integrity a ochrany zdrojů pro probíhající případy.",udržení,1.0,1.0,0.8386583892177704,TP,SVM (RBF),S1e
Navzdory obrovským investicím je projekt Metaverse zatím spíše zpackaný experiment bez jasné vize komerčního využití.,zpackaný,1.0,1.0,0.999999989394422,TP,SVM (RBF),S1e
Cena zakázky se vyšplhá na dvacet miliard korun.,korun,0.0,0.0,0.004660172082435649,TN,SVM (RBF),S1e
"Generální ředitel ujistil akcionáře, že má společnost v rezervách stále dost velký ranec pro pokrytí dluhů.",ranec,1.0,1.0,0.999998884498919,TP,SVM (RBF),S1e
"Záchranná akce trvala skoro čtyři hodiny kvůli povětrnostním podmínkám, které ztěžovali podle záchranářů prohledávání terénu.",hodiny,0.0,0.0,0.013067921351354136,TN,SVM (RBF),S1e
"Evropská komise dnes představila návrh megalomanského rozpočtu, který počítá s navýšením výdajů na administrativu.",megalomanského,1.0,1.0,0.9970314084126712,TP,SVM (RBF),S1e
Produktivita práce v některých odvětvích je však mizerná.,mizerná,1.0,1.0,0.9953583166017956,TP,SVM (RBF),S1e
"Rozpočet pro tento sektor vzroste v příštím roce o 5,5 miliardy korun.",Rozpočet,0.0,0.0,0.0018316244749332859,TN,SVM (RBF),S1e
Kontinenty tehdy po planetě poskakovaly neobvyklou rychlostí,tehdy,0.0,0.0,0.012637811318308443,TN,SVM (RBF),S1e
Zasedání bankovní rady proběhne příští týden za přítomnosti všech sedmi členů.,členů,0.0,0.0,0.04851820043497715,TN,SVM (RBF),S1e
Celý proces schvalování revize azylového paktu byl nakonec jen zdlouhavá šaráda bez reálných výsledků pro EU.,šaráda,1.0,1.0,0.9999995464474777,TP,SVM (RBF),S1e
Kodex zahrnuje pět hlavních principů pro všechny akademické obory a výzkumníky.,hlavních,0.0,0.0,0.00403773857200538,TN,SVM (RBF),S1e
Chování řidiče osobobního automobilu při srážce s chodcem je neodpovědné.,Chování,0.0,0.0,0.007590042863224802,TN,SVM (RBF),S1e
Jejich díla čtenáře upoutala čarokrásným popisem přírody a venkovského života.,venkovského,0.0,0.0,0.0020142421335978397,TN,SVM (RBF),S1e
"Občané se shodují, že stávající míra poškození veřejného majetku je již děsivá a vyžaduje tvrdý zásah.",děsivá,1.0,1.0,0.9999993662106984,TP,SVM (RBF),S1e
Evropská komise navrhuje pozastavit část svých přelomových zákonů o umělé inteligenci pod #silným tlakem velkých technologických firem a vlády USA.,přelomových,0.0,0.0,0.11982374039400921,TN,SVM (RBF),S1e
V elektrické a hybridní verzi bude dostupný ten nový model.,hybridní,0.0,0.0,0.08754161085444685,TN,SVM (RBF),S1e
Majitelé kol by měli posílit zabezpečení proti novým metodám zlodějíčků.,zlodějíčků,1.0,1.0,0.9999964002034636,TP,SVM (RBF),S1e
Hlavní trenér týmu je zodpovědný trouba a měl by odstoupit okamžitě ze své funkce.,trouba,1.0,1.0,0.999998577183922,TP,SVM (RBF),S1e
Součástí projektu je výsadba sta nových stromů.,stromů,0.0,0.0,0.0003008930576025978,TN,SVM (RBF),S1e
Hlavní trenér týmu se chystá na kompletní facelift obranné strategie týmu.,Hlavní,0.0,0.0,6.240139775333247e-05,TN,SVM (RBF),S1e
"Pokud se situace rychle nezlepší, hrozí úplný kolaps interního lékařství v regionu.",kolaps,1.0,1.0,0.9859195395884274,TP,SVM (RBF),S1e
Jeho kontakty s lidmi figurují v obří kauze krácení daní a praní špinavých peněz.,obří,1.0,1.0,0.4834190928290939,TP,SVM (RBF),S1e
Obžaloba zahrnuje sedm osob a škoda přesahuje 30 milionů korun.,milionů,0.0,0.0,0.018259874902716387,TN,SVM (RBF),S1e
Finanční kolaps firmy je zničující zpráva a překvapil celou burzu.,kolaps,1.0,1.0,0.9999950174163068,TP,SVM (RBF),S1e
Evropská komise navrhuje pozastavit část svých přelomových zákonů o umělé inteligenci pod #silným tlakem velkých technologických firem a vlády USA.,silným,1.0,1.0,0.6444462039617477,TP,SVM (RBF),S1e
"Rijád usiluje o udržení vysoké produkce, aby na světový trh aktivně pumpoval dostatek ropy a stabilizoval tak globální ceny.",pumpoval,1.0,1.0,0.9653136559978585,TP,SVM (RBF),S1e
"Oběť utrpěla lehčí zranění hlavy po tom, co ji zasáhla prudká týmovka pěstí.",týmovka,1.0,1.0,0.9934972037866893,TP,SVM (RBF),S1e
Klíčovým krokem je technologicky komplikovaná fotolitografie s využitím extrémně krátké vlnové délky světla.,fotolitografie,1.0,1.0,0.9436118721084984,TP,SVM (RBF),S1e
EU překvapivě odmítla otevřít novou kapitolu v přístupových jednáních se Srbskem.,překvapivě,1.0,1.0,0.9999996462750852,TP,SVM (RBF),S1e
"V centru je to teď děsivé, zejména o víkendech.",děsivé,1.0,1.0,0.9999998487412486,TP,SVM (RBF),S1e
Opozice vyjádřila hlubokou deziluzi nad celým procesem jednání o tak důležitém tématu.,deziluzi,1.0,1.0,0.995671825690819,TP,SVM (RBF),S1e
"Vláda se snaží nastavit jasná pravidla, aby se zabránilo rabování tohoto vzácného klenotu pro baterie elektromobilů. ",klenotu,1.0,1.0,0.9899757976301121,TP,SVM (RBF),S1e
Již několik dní neúnavně trvající vedra drží zemi ve svém sevření a ztěžují život.,sevření,1.0,1.0,0.8782851948366377,TP,SVM (RBF),S1e
Odklad provozu nového zařízení může pro městskou čistotu znamenat ekologickou katastrofu.,katastrofu,1.0,1.0,0.9903719067751156,TP,SVM (RBF),S1e
Chování řidiče osobobního automobilu při srážce s chodcem je neodpovědné.,neodpovědné,1.0,1.0,0.8519618079565724,TP,SVM (RBF),S1e
Podle záchranářů je to pořádný průšvih a lidé by měli zvážit nutnost cestování.,průšvih,1.0,1.0,0.9999999556745989,TP,SVM (RBF),S1e
"Živel po sobě zanechal demoliční spoušť, odklízení trosek potrvá několik dní.",demoliční,1.0,1.0,0.977613501701437,TP,SVM (RBF),S1e
"Experti upozornili, že jde o hustej a technologicky náročný způsob, jak podkopat důvěru v bankovní sektor a kapitálové trhy.",hustej,1.0,1.0,0.9999988882142549,TP,SVM (RBF),S1e
Jejich přelomový objev by mohl dramaticky změnit současné modely kosmologie a fyziky částic.,přelomový,1.0,1.0,0.9831053675623537,TP,SVM (RBF),S1e
"Na severu je to poslední měsíce brutální, s dlouhodobým suchem.",brutální,1.0,1.0,0.9999994290508166,TP,SVM (RBF),S1e
Podle analytiků je tento film pro studio DMM Pictures doslova lokomotiva celého letošního finančního výsledku.,lokomotiva,1.0,1.0,0.9999999400129254,TP,SVM (RBF),S1e
Naprosté selhání dozorových orgánů vedlo k opožděné reakci na růst cen.,vedlo,0.0,0.0,0.0056486736525306344,TN,SVM (RBF),S1e
"Kritici po zhlédnutí shodně prohlásili, že inscenace je naprostá pecka a doporučili ji široké veřejnosti.",pecka,1.0,1.0,0.9999999548204248,TP,SVM (RBF),S1e
Ozbrojené střety se během dopoledne rozrostly do děsivých rozměrů a ohrozily stabilitu celé oblasti.,děsivých,1.0,1.0,0.9973056191039518,TP,SVM (RBF),S1e
Regionální nemocnice se musí potýkat s katastrofálním nedostatkem internistů a chirurgů.,katastrofálním,1.0,1.0,0.9999969437490658,TP,SVM (RBF),S1e
"Bylo zjištěno, že na prosazení kontroverzního energetického zákona byl utracen skutečný balík peněz daňových poplatníků.",balík,1.0,1.0,0.9999996280359372,TP,SVM (RBF),S1e
Tento zbabělý ústupek ze slibů narušuje důvěru v celý vládní kabinet.,důvěru,0.0,0.0,0.0003349021291194454,TN,SVM (RBF),S1e
"Kritici se obávají, že směrnice o jednotném nabíjení je pouze dalším diktátem z pera evropských úředníků.",diktátem,1.0,1.0,0.9999990282624555,TP,SVM (RBF),S1e
"Řidiči museli čelit scéně, která na první pohled připomínala dopravní apokalypsu.",apokalypsu,1.0,1.0,0.9999953262118998,TP,SVM (RBF),S1e
"Zařízení, které má být klíčovým produktem Vánoc, je překvapivě nabízeno za poloviční cenu oproti konkurenčním headsetům.",překvapivě,1.0,1.0,0.9953387494884322,TP,SVM (RBF),S1e
"Turisté se už nemůžou dočkat, až konečně přestanou čučet jen na lešení a uvidí obnovenou fasádu.",čučet,1.0,1.0,0.9999998088664832,TP,SVM (RBF),S1e
Nemocnost v populaci dosáhla úrovně 1500 případů na sto tisíc obyvatel.,dosáhla,0.0,1.0,0.9748331796545753,FP,SVM (RBF),S1e
"Kritici v recenzích často zmiňovali, že toto představení je naprostý zázrak českého divadla.",zázrak,1.0,1.0,0.9999962363892536,TP,SVM (RBF),S1e
"Zdůraznil, že je machr na snižování daní a slíbil, že se zaměří na střední třídu.",machr,1.0,1.0,0.9999987391342541,TP,SVM (RBF),S1e
Touto první etapou oprav bude fasáda katedrály svatého Víta na Pražském hradě.,fasáda,0.0,0.0,0.0006832790235715733,TN,SVM (RBF),S1e
Ceny v restauracích na Staroměstském náměstí opět vzrostly.,náměstí,0.0,0.0,0.005199295080234616,TN,SVM (RBF),S1e
"Konzervativní poslanci předvedli divadlo obstrukcí, které trvalo čtyři hodiny.",poslanci,0.0,0.0,0.0033287474592479183,TN,SVM (RBF),S1e
"Naopak italští pracovníci na základnách amerického námořnictva dostali výplatu včas, protože pro námořnictvo se vztahují jiná pravidla než pro pozemní síly a letectvo.",amerického,0.0,0.0,0.030179007851554175,TN,SVM (RBF),S1e
Omezení se dotkne linek jedoucích přes Karlovo náměstí.,Karlovo,0.0,0.0,0.0030660713843862373,TN,SVM (RBF),S1e
"20 % lidí podceňuje jednoduché principy psychohygieny, což vede k nárůstu duševních problémů.",jednoduché,0.0,0.0,0.00847933736532496,TN,SVM (RBF),S1e
"Přechodná vláda, vedená premiérem Henrym, se ukázala být zcela nekompetentní čelit tomuto bezpečnostnímu kolapsu a ztratila kontrolu nad velkou částí území.",nekompetentní,1.0,1.0,0.9999909765865718,TP,SVM (RBF),S1e
"Hlavní úroková sazba byla zvýšena o 0,75 procentního bodu na úroveň 6,5 procenta.",Hlavní,0.0,0.0,0.00012788834935701025,TN,SVM (RBF),S1e
Na tiskové konferenci po konferenci s názvem Friends of Industry to dnes v Berlíně oznámila německá ministryně hospodářství Katherina Reicheová.,konferenci,0.0,0.0,0.012588912078995844,TN,SVM (RBF),S1e
"Analytici předpovídají, že primární emise akcií (IPO) přinesou firmám pořádné lováky.",lováky,1.0,1.0,0.9999997942749271,TP,SVM (RBF),S1e
Na pět let s okamžitou platností dostal trest odnětí svobody ten hlavní obžalovaný.,platností,0.0,0.0,0.0018854676154776587,TN,SVM (RBF),S1e
Premiér ve svém projevu odsoudil toto rejdění nepřátelských špionů na našem území.,rejdění,1.0,1.0,0.9999928137247444,TP,SVM (RBF),S1e
"Podle opozičních expertů jde o skandální selhání, které přímo ohrožuje mobilitu obyvatel venkova.",skandální,1.0,1.0,0.999999158423171,TP,SVM (RBF),S1e
Celkový úlovek tresky v Labi klesl v loňském roce o 10 tun.,úlovek,0.0,0.0,0.006867572633128798,TN,SVM (RBF),S1e
"Podle hydrologů se očekává ,epický nápor vody na říční koryta v celé délce Vltavy.",epický,1.0,1.0,0.9969537158412793,TP,SVM (RBF),S1e
Chování řidiče osobobního automobilu při srážce s chodcem je neodpovědné.,srážce,0.0,0.0,0.0017117036276667087,TN,SVM (RBF),S1e
"Vědci získali data o tání ledovců, která zahrnují stovky provedených měření.",získali,0.0,1.0,0.8474211679128856,FP,SVM (RBF),S1e
"Herecký výkon hlavní protagonistky byl popsán jako ohromující, přičemž diváci na konci projekce povstali k bouřlivému potlesku.",ohromující,1.0,1.0,0.9969692498064752,TP,SVM (RBF),S1e
Jeho výkon je kritiky považován za strhující a emocionálně silný po celou dobu stopáže.,strhující,1.0,1.0,0.9999997265715864,TP,SVM (RBF),S1e
"Politici obvinili opozici z šíření fakenews, které ovlivnilo celý výsledek voleb.",fakenews,1.0,1.0,0.9999960981051593,TP,SVM (RBF),S1e
Prameny v roce 2021 získaly státní bezúročnou půjčku a v roce 2018 byla vypsána veřejná sbírka.,půjčku,0.0,0.0,0.001989789353418541,TN,SVM (RBF),S1e
"Na lavici obžalovaných teď čeká deset takových šmejdů, kteří se neštítili vydělávat na slabosti starých lidí.",šmejdů,1.0,1.0,0.999999976855234,TP,SVM (RBF),S1e
Prameny v roce 2021 získaly státní bezúročnou půjčku a v roce 2018 byla vypsána veřejná sbírka.,roce,0.0,0.0,0.021691566194789687,TN,SVM (RBF),S1e
Obžaloba zahrnuje sedm osob a škoda přesahuje 30 milionů korun.,osob,0.0,0.0,0.0021947882748209013,TN,SVM (RBF),S1e
"Kritici tvrdí, že se jedná o neprůhledný kšeft, který je pro stát nevýhodný a zavazuje zemi na desítky let dopředu.",kšeft,1.0,1.0,0.9999879567835767,TP,SVM (RBF),S1e
"Pak nám do redakce přišla informace, že zítra se chystá velká protestní akce.",přišla,1.0,1.0,0.47783907728720176,TP,SVM (RBF),S1e
Mezi největšími hrozbami figuruje globální infodemie z východních zemí a její dopady na společnost.,figuruje,0.0,1.0,0.6775656204817636,FP,SVM (RBF),S1e
Navýšení schodku představuje drama pro veřejné finance.,veřejné,0.0,0.0,0.0005759476980681656,TN,SVM (RBF),S1e
"Situace na čínském realitním trhu se nadále prohlubuje a hrozí, že uvrhne regionální banky do propasti insolvence.",propasti,1.0,1.0,0.9943967331562813,TP,SVM (RBF),S1e
"Politici obvinili opozici z šíření fakenews, které ovlivnilo celý výsledek voleb.",Politici,0.0,0.0,0.0043138425294989525,TN,SVM (RBF),S1e
"Jeho cílem bylo prý zasáhnout vládní kolonu, což potvrzuje, že jsou to zkažené bestie bez jakéhokoliv morálního kompasu.",zkažené,1.0,1.0,0.9915287911372263,TP,SVM (RBF),S1e
V té lokalitě byly nalezeny pozůstatky 600 těl datovaných do 13. století.,těl,0.0,0.0,0.0006798124207208151,TN,SVM (RBF),S1e
Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu.,fáze,0.0,0.0,0.00024231335538995395,TN,SVM (RBF),S1e
"Zveřejněné video bylo zjevně deepfake, jelikož se jednalo o velice narychlo vytvořený podvrh.",podvrh,0.0,0.0,0.0023473064637371866,TN,SVM (RBF),S1e
Mezi největšími hrozbami figuruje globální infodemie z východních zemí a její dopady na společnost.,infodemie,1.0,1.0,0.9999999016872109,TP,SVM (RBF),S1e
Za jízdu na červenou hrozí vyšší pokuta.,pokuta,0.0,0.0,2.538173125142891e-05,TN,SVM (RBF),S1e
"Podpora inovací ze strany státu je jednoduše směšná, jak potvrdil jeden z vědců.",potvrdil,0.0,0.0,0.007351745166366051,TN,SVM (RBF),S1e
Nedovolenou přepravu těchto dopravních prostředků budou v Praze kontrolovat revizoři.,revizoři,0.0,0.0,0.014385733458623998,TN,SVM (RBF),S1e
Odborníci varují před rozsáhlými konsekvencemi pro velké technologické platformy.,konsekvencemi,1.0,1.0,0.9553716135688628,TP,SVM (RBF),S1e
Auta stála v kolonách na celém Vítězném náměstí.,náměstí,0.0,0.0,0.003628361992660964,TN,SVM (RBF),S1e
Fakulta začne fungovat od začátku akademického roku 2026 a přijme 500 studentů.,studentů,0.0,0.0,0.019536347116881188,TN,SVM (RBF),S1e
"ANO jedná o vzniku budoucí vlády s Motoristy a SPD, jejíž předseda Tomio Okamura nechal sundat ukrajinskou vlajku z budovy Sněmovny den poté, co byl zvolen jejím předsedou.",předseda,0.0,0.0,1.2944004811594835e-05,TN,SVM (RBF),S1e
Je to útok na nízkopříjmové rodiny a páry.,útok,1.0,1.0,0.9041224728777494,TP,SVM (RBF),S1e
Tento krok vyvolal mezi veřejností nevídanou vlnu odporu a vedl k masivním demonstracím v několika evropských metropolích.,nevídanou,1.0,1.0,0.9704689558493381,TP,SVM (RBF),S1e
V současné době je to doslova tragédie pro menší pekárny.,tragédie,1.0,1.0,0.9999999974631404,TP,SVM (RBF),S1e
Nové varhany dostala katedrála za peníze z deset let trvající veřejné sbírky letos.,veřejné,0.0,0.0,0.00047145586789619764,TN,SVM (RBF),S1e
"Odborníci se obávají, že příštích pět dní se změní v opravdové horkopeklo pro celou Střední Evropu.",horkopeklo,1.0,1.0,0.9999993419147087,TP,SVM (RBF),S1e
Na Moravě to bude o víkendu zřejmě masakr.,masakr,1.0,1.0,0.9999999673750175,TP,SVM (RBF),S1e
Hasiči nadále bojují s plameny v tomto pekle a snaží se zabránit jejich postupu k obydleným místům.,pekle,1.0,1.0,0.9924054033355436,TP,SVM (RBF),S1e
Rozložení nákladů bylo ostudně nerovné mezi jednotlivé čtvrti.,Rozložení,0.0,0.0,0.07769372767108573,TN,SVM (RBF),S1e
"Těmito daty o tání ledovců, která zahrnují stovky měření, vědci získali cenné informace.",získali,0.0,1.0,0.7639430921780782,FP,SVM (RBF),S1e
"Aktuální proočkovanost je zhruba třetina cílové populace, což je málo.",málo,0.0,0.0,0.0012533306196025832,TN,SVM (RBF),S1e
Hlídky byly posíleny zejména v parku Vrchlického sady.,parku,0.0,0.0,0.07728779043335907,TN,SVM (RBF),S1e
Jde o elektromobil s dojezdem pět set kilometrů.,dojezdem,0.0,0.0,0.00041878113992806096,TN,SVM (RBF),S1e
Nový balíček obranných investic byl promyšleně schválen s cílem posílit východní křídlo.,promyšleně,1.0,1.0,0.988418425928579,TP,SVM (RBF),S1e
"Podle zprávy nezávislé skupiny existují důkazy o tom, že by došlo k porušení standardů stanovených HCFA.",HCFA,1.0,0.0,0.1769517916530368,FN,SVM (RBF),S1e
"Experti varují, že pokud se zpomalí poptávka na Západě, hrozí částečný kolaps dodavatelských řetězců závislých na exportu.",kolaps,1.0,1.0,0.9999911691481861,TP,SVM (RBF),S1e
Projekt výstavby větrného parku u Kladna byl dnes úspěšně schválen zastupitelstvem obce.,úspěšně,1.0,1.0,0.9999816554569118,TP,SVM (RBF),S1e
O deset procent za jeden megawatt se snížila ta průměrná cena zemního plynu.,zemního,0.0,0.0,0.0015411320766590228,TN,SVM (RBF),S1e
Naštval tím i část #vlivných poslanců ANO.,vlivných,1.0,1.0,0.8459446492405204,TP,SVM (RBF),S1e
Výstava zahrnuje 150 exponátů a díla od 50 předních českých autorů.,Výstava,0.0,0.0,0.0023991629799855092,TN,SVM (RBF),S1e
"Vyšetřovatelé prověřují nové důkazy, které by snad mohly vést k dopadení pachatele.",Vyšetřovatelé,0.0,0.0,0.0029545781315190103,TN,SVM (RBF),S1e
Protestní akce se zúčastnilo přibližně 500 traktorů a také zemědělských strojů.,přibližně,0.0,0.0,0.01107949833619929,TN,SVM (RBF),S1e
Cena bitcoinu po ranních zprávách o regulacích nečekaně propadl o alarmující dvě procenta.,propadl,1.0,1.0,0.6404369459775832,TP,SVM (RBF),S1e
Tento krok možná výrazně zkomplikuje investiční prostředí v zemi.,investiční,0.0,0.0,0.0001533555462018378,TN,SVM (RBF),S1e
Jihočeští ochránci přírody semínka s botaniky nasbírali v chráněných oblastech.,Jihočeští,0.0,0.0,0.006717792137700372,TN,SVM (RBF),S1e
"Půlnoční oblohu ozdobila luna, jejíž záře osvětlovala celou krajinu v širokém okolí.",ozdobila,0.0,0.0,0.24758894915001983,TN,SVM (RBF),S1e
Městská policie tajně nasadila technologie geofencingu na sledování občanů ve městě.,nasadila,0.0,0.0,0.0007272075257080999,TN,SVM (RBF),S1e
"Prý už to ale nepůjde změnit, jelikož ústavní soud ve věci rozhodl ve prospěch ministrstva.",nepůjde,0.0,0.0,0.048008784149769015,TN,SVM (RBF),S1e
Na severu byl úhrn srážek za poslední měsíc pod dlouhodobým průměrem.,dlouhodobým,0.0,0.0,0.0010586719786072015,TN,SVM (RBF),S1e
"Jeho sportovní vůz se stal nekontrolovatelnou střelou, která prorazila svodidla i betonové zábrany mostu.",střelou,1.0,1.0,0.9901660257155448,TP,SVM (RBF),S1e
Při nehodě došlo ke srážce tří osobních vozidel a jednoho kamionu nákladní dopravy.,nehodě,0.0,0.0,0.0008630031083392149,TN,SVM (RBF),S1e
"Ta překvapivě souvisí i s uprchlým Františkem Savovem, který se z Londýna brání svému vydání.",překvapivě,1.0,1.0,0.9961891726358608,TP,SVM (RBF),S1e
Nemocnost v populaci dosáhla úrovně 1500 případů na sto tisíc obyvatel.,obyvatel,0.0,0.0,0.0003833130110528818,TN,SVM (RBF),S1e
Navrhovaná bypass řešení vyžadují značné investice do obchvatů a doprovodných staveb.,doprovodných,0.0,1.0,0.8429150653888476,FP,SVM (RBF),S1e
Administrativní zpracování těchto žádostí se prodloužilo o deset dní.,žádostí,0.0,0.0,4.727040796077013e-05,TN,SVM (RBF),S1e
Škoda byla předběžně vyčíslena na 20 milionů korun v majetku firmy a města.,předběžně,0.0,1.0,0.798680543950944,FP,SVM (RBF),S1e
"Současná ministryně označila postupy svých předchůdců za politickou špínu, která poškozuje pověst úřadu.",špínu,1.0,1.0,0.9999998906335283,TP,SVM (RBF),S1e
"Evropa se potýká s infodemií, která je horší než jakákoliv virová epidemie.",virová,0.0,0.0,0.1650564784087416,TN,SVM (RBF),S1e
"20 % lidí podceňuje jednoduché principy psychohygieny, což vede k nárůstu duševních problémů.",psychohygieny,1.0,1.0,0.9121585995394667,TP,SVM (RBF),S1e
Současný stav dodavatelských řetězců je zcela zoufalý.,Současný,0.0,1.0,0.9668107200433873,FP,SVM (RBF),S1e
"Mnozí lidé si myslí, že cenzura na sociálních sítích je primárně vedena politickými motivy, nikoli bojem proti dezinformacím.",Mnozí,1.0,1.0,0.7308235863322302,TP,SVM (RBF),S1e
V norimberském procesu byla organizace SS označena jako zločinecká organizace.,organizace,0.0,0.0,0.011788066250063137,TN,SVM (RBF),S1e
"Pacienti si však na vyšetření u specialistů stěžují, že čekají neustále příliš dlouho a dochází ke kolapsům.",neustále,1.0,1.0,0.9920932011533086,TP,SVM (RBF),S1e
"Experti se shodují, že rozvoj solární energie přináší pro místní ekonomiky značný potenciál růstu.",značný,1.0,1.0,0.99547749373485,TP,SVM (RBF),S1e
Projekt byl špatně naplánován a došlo ke zpoždění harmonogramu.,harmonogramu,0.0,0.0,0.023330789779871297,TN,SVM (RBF),S1e
Naměřené hodnoty reziduí chemických látek značně překračují všechny bezpečnostní limity.,látek,0.0,0.0,0.23700132872757235,TN,SVM (RBF),S1e
V elektrické a hybridní verzi bude dostupný ten nový model.,model,0.0,0.0,0.024978412715144938,TN,SVM (RBF),S1e
"O 0,80 koruny za jeden litr paliva se snížila ta průměrná cena benzínu.",snížila,0.0,0.0,0.0004986542909686635,TN,SVM (RBF),S1e
"Hlavní úroková sazba byla zvýšena o 0,75 procentního bodu na úroveň 6,5 procenta.",procenta,0.0,0.0,0.002449376297504859,TN,SVM (RBF),S1e
#Naštval tím i část poslanců ANO.,Naštval,1.0,1.0,0.9869346731936406,TP,SVM (RBF),S1e
Schválení se týká vakcín proti chřipce a také novému koronavirovému kmenu v Evropě.,Schválení,0.0,0.0,0.0071899712453488305,TN,SVM (RBF),S1e
Jednotka převzala nové zásahové vozidlo a také speciální motorovou pilu.,pilu,0.0,0.0,0.0002469532865090093,TN,SVM (RBF),S1e
Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb.,vystoupily,0.0,0.0,0.00048161511848468736,TN,SVM (RBF),S1e
Současný systém dotací je pro ně likvidační.,likvidační,1.0,1.0,0.9999832883476238,TP,SVM (RBF),S1e
Rozhodnutí úředníků i ministerstva místního rozvoje smrdí korupcí.,smrdí,1.0,1.0,0.9999876295579695,TP,SVM (RBF),S1e
"Hlavní úroková sazba byla zvýšena o 0,75 procentního bodu na úroveň 6,5 procenta.",procentního,0.0,0.0,6.04703511485556e-05,TN,SVM (RBF),S1e
"Ministr zahraničí ocenil, jak zručně se danou situaci podařilo ututlat před médii po dobu tří dnů.",zručně,1.0,1.0,0.9999989637637058,TP,SVM (RBF),S1e
"Guvernér Texasu na tiskové konferenci prohlásil, že Bílý dům nechal stát zcela na holičkách.",holičkách,1.0,1.0,0.8052613548168223,TP,SVM (RBF),S1e
Toto pavoučí megaměsto vědci zkoumali víc než dva roky při opakovaných expedicích do extrémního prostředí sírových jeskyní.,jeskyní,0.0,0.0,0.005300568458370015,TN,SVM (RBF),S1e
Dosažené výsledky představují skutečný průlom v oblasti neurotechnologií.,průlom,1.0,1.0,0.9893331175964986,TP,SVM (RBF),S1e
"Italský ministr zahraničí Antonio Tajani vyzval Washington i americké velvyslanectví v Římě, aby jednaly rychle bez ohledu na to, kdy shutdown skončí.",ohledu,0.0,0.0,0.002018725055463099,TN,SVM (RBF),S1e
"Matka oběti přinesla fotografii tělíčka své dcery, aby upozornila na případ.",tělíčka,1.0,1.0,0.990544862522669,TP,SVM (RBF),S1e
Je to zásah do rodinných rozpočtů chudých občanů.,chudých,1.0,1.0,0.7599177081649238,TP,SVM (RBF),S1e
Stav papíru je zcela v háji a listy se lámou při manipulaci.,je,0.0,0.0,0.005168263538448261,TN,SVM (RBF),S1e
Naprosté selhání dozorových orgánů vedlo k opožděné reakci na růst cen.,Naprosté,1.0,1.0,0.9118799924037305,TP,SVM (RBF),S1e
"K referendu, které se ve městě konalo v sobotu, nepřišlo dost lidí.",nepřišlo,0.0,0.0,0.0003833130110528818,TN,SVM (RBF),S1e
"Zjištění výzkumníků je veskrze alarmující, jelikož poukazuje na masivní erozí důvěry ve veřejné instituce.",veskrze,1.0,1.0,0.9999889466346644,TP,SVM (RBF),S1e
Přes tyto snahy vykazuje bruselská byrokracie obrovský deficit flexibility.,obrovský,1.0,1.0,0.9999942879946837,TP,SVM (RBF),S1e
Příprava nemocnic byla nedostatečná vzhledem k předchozím varováním.,nedostatečná,1.0,0.0,0.1006141880636824,FN,SVM (RBF),S1e
"Řidič kamionu sjel na krajnici, dostal smyk a zahájil nebezpečný tanec napříč jízdními pruhy.",tanec,1.0,1.0,0.9316980275772899,TP,SVM (RBF),S1e
"Už v neděli večer se hlava státu omlouvala spoluobčanům za to, jaký dojem aféra zanechala.",neděli,0.0,0.0,0.0018122260603434866,TN,SVM (RBF),S1e
"V centru je to teď děsivé, zejména o víkendech.",zejména,0.0,0.0,0.001205607828632188,TN,SVM (RBF),S1e
"Pro pacienty je nově k dispozici prostorná čekárna, a hlavně dokonalá informační služba na recepci.",dokonalá,1.0,1.0,0.9907451728766257,TP,SVM (RBF),S1e
Studie testovala účinnost kombinované terapie na skupině 80 pacientů.,testovala,0.0,0.0,0.009830623741563203,TN,SVM (RBF),S1e
"Nová kmen vykazuje značnou virulenci, což je pro populaci nebezpečné.",virulenci,1.0,1.0,0.9602124709245125,TP,SVM (RBF),S1e
Dvořák byl i přes kontroverze spojené s jeho dílem po desetiletí považován za pilíř moderní české prózy.,pilíř,1.0,1.0,0.9999894758187007,TP,SVM (RBF),S1e
